KIDEN	Sinistralité RC - SNB11 2-3	Code usage - CUSA  5-6	Age de l assuré - DNAI 8-9	Sexe - SEXE 11-12	Code Langue - CLAN 14-15	Code postal souscripteur - POSS2 17-18	Bonus-malus RC(année en cours) - GBMC 20	Bonus-Malus Année -1 - GBM1	Puissance du véhicule (12 mod) - PUIS 32	Date effet Police (2 mod) - DPEP 26-27	Année de construction du véhicule (2 mod	Primes acquises RC 1991 en francs belges
946	SINIST=1	CUSAG=2	AGE=3	SEXE=2	CLANG=1	CPOST=2	BM=6	BM_1=6	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=1
947	SINIST=2	CUSAG=2	AGE=2	SEXE=1	CLANG=1	CPOST=1	BM=6	BM_1=6	PUIS12M=2	DPOLI2M=2	DCONS2M=2	PRIM3M=2
948	SINIST=2	CUSAG=2	AGE=7	SEXE=2	CLANG=1	CPOST=1	BM=6	BM_1=6	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=2
949	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=1	BM=6	BM_1=6	PUIS12M=7	DPOLI2M=2	DCONS2M=1	PRIM3M=2
950	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=1	BM=6	BM_1=6	PUIS12M=6	DPOLI2M=2	DCONS2M=1	PRIM3M=1
951	SINIST=1	CUSAG=2	AGE=4	SEXE=2	CLANG=1	CPOST=10	BM=6	BM_1=6	PUIS12M=6	DPOLI2M=2	DCONS2M=1	PRIM3M=1
953	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=2	BM=1	BM_1=1	PUIS12M=1	DPOLI2M=1	DCONS2M=1	PRIM3M=1
954	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=3	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
959	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=5	DPOLI2M=1	DCONS2M=1	PRIM3M=2
961	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=3	DPOLI2M=1	DCONS2M=1	PRIM3M=2
962	SINIST=1	CUSAG=2	AGE=2	SEXE=2	CLANG=2	CPOST=7	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
963	SINIST=2	CUSAG=2	AGE=2	SEXE=2	CLANG=2	CPOST=11	BM=2	BM_1=3	PUIS12M=4	DPOLI2M=1	DCONS2M=2	PRIM3M=2
964	SINIST=1	CUSAG=2	AGE=4	SEXE=1	CLANG=2	CPOST=11	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
967	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=7	BM=1	BM_1=1	PUIS12M=8	DPOLI2M=1	DCONS2M=1	PRIM3M=2
968	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=7	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
970	SINIST=1	CUSAG=2	AGE=3	SEXE=2	CLANG=1	CPOST=8	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
971	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=11	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
972	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=3	BM=1	BM_1=3	PUIS12M=2	DPOLI2M=1	DCONS2M=1	PRIM3M=1
975	SINIST=2	CUSAG=1	AGE=3	SEXE=1	CLANG=2	CPOST=2	BM=7	BM_1=8	PUIS12M=9	DPOLI2M=1	DCONS2M=2	PRIM3M=3
981	SINIST=2	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=8	BM=7	BM_1=7	PUIS12M=4	DPOLI2M=1	DCONS2M=2	PRIM3M=3
984	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=2	BM=1	BM_1=1	PUIS12M=7	DPOLI2M=1	DCONS2M=1	PRIM3M=2
986	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=10	BM=1	BM_1=1	PUIS12M=10	DPOLI2M=1	DCONS2M=1	PRIM3M=3
988	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=12	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
989	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
991	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=11	BM=1	BM_1=1	PUIS12M=5	DPOLI2M=1	DCONS2M=1	PRIM3M=2
992	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=5	BM=1	BM_1=1	PUIS12M=2	DPOLI2M=1	DCONS2M=1	PRIM3M=1
993	SINIST=2	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=5	BM_1=3	PUIS12M=8	DPOLI2M=1	DCONS2M=2	PRIM3M=3
995	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=12	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
996	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=12	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
997	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=6	BM=1	BM_1=1	PUIS12M=7	DPOLI2M=1	DCONS2M=1	PRIM3M=2
998	SINIST=2	CUSAG=2	AGE=3	SEXE=1	CLANG=2	CPOST=6	BM=1	BM_1=2	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
999	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=2	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1001	SINIST=2	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=11	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=2	PRIM3M=2
1002	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=6	BM=1	BM_1=1	PUIS12M=3	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1004	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=8	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1005	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=4	BM=1	BM_1=1	PUIS12M=1	DPOLI2M=1	DCONS2M=1	PRIM3M=1
1006	SINIST=2	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=8	BM=1	BM_1=1	PUIS12M=7	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1008	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=2	BM=1	BM_1=1	PUIS12M=8	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1009	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=2	BM=3	BM_1=1	PUIS12M=3	DPOLI2M=1	DCONS2M=2	PRIM3M=2
1010	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=2	BM=1	BM_1=1	PUIS12M=2	DPOLI2M=1	DCONS2M=1	PRIM3M=1
1013	SINIST=2	CUSAG=2	AGE=4	SEXE=1	CLANG=1	CPOST=5	BM=1	BM_1=1	PUIS12M=5	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1015	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=4	BM=1	BM_1=1	PUIS12M=3	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1019	SINIST=2	CUSAG=1	AGE=9	SEXE=3	CLANG=2	CPOST=1	BM=2	BM_1=3	PUIS12M=7	DPOLI2M=1	DCONS2M=2	PRIM3M=2
1021	SINIST=2	CUSAG=1	AGE=3	SEXE=1	CLANG=1	CPOST=1	BM=5	BM_1=6	PUIS12M=11	DPOLI2M=1	DCONS2M=1	PRIM3M=3
1022	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=2	CPOST=2	BM=3	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1023	SINIST=1	CUSAG=2	AGE=3	SEXE=3	CLANG=1	CPOST=2	BM=1	BM_1=1	PUIS12M=5	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1025	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=12	BM=1	BM_1=1	PUIS12M=9	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1026	SINIST=2	CUSAG=1	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=6	BM_1=4	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=3
1028	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=8	BM=1	BM_1=1	PUIS12M=2	DPOLI2M=1	DCONS2M=1	PRIM3M=1
1030	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=1	BM=9	BM_1=7	PUIS12M=7	DPOLI2M=1	DCONS2M=1	PRIM3M=3
1032	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=2	BM=1	BM_1=1	PUIS12M=7	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1035	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=3	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1036	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=8	BM=1	BM_1=1	PUIS12M=11	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1037	SINIST=2	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=8	DPOLI2M=1	DCONS2M=2	PRIM3M=2
1038	SINIST=2	CUSAG=1	AGE=6	SEXE=1	CLANG=1	CPOST=2	BM=7	BM_1=5	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1039	SINIST=2	CUSAG=1	AGE=9	SEXE=1	CLANG=2	CPOST=2	BM=3	BM_1=4	PUIS12M=6	DPOLI2M=1	DCONS2M=2	PRIM3M=3
1040	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=6	BM=1	BM_1=1	PUIS12M=2	DPOLI2M=1	DCONS2M=1	PRIM3M=1
1041	SINIST=2	CUSAG=2	AGE=4	SEXE=1	CLANG=2	CPOST=11	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1042	SINIST=1	CUSAG=2	AGE=5	SEXE=2	CLANG=2	CPOST=12	BM=3	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1043	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1044	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=2	CPOST=6	BM=3	BM_1=1	PUIS12M=8	DPOLI2M=1	DCONS2M=2	PRIM3M=3
1045	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=2	BM=1	BM_1=1	PUIS12M=5	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1046	SINIST=2	CUSAG=2	AGE=3	SEXE=1	CLANG=2	CPOST=1	BM=7	BM_1=5	PUIS12M=6	DPOLI2M=1	DCONS2M=2	PRIM3M=3
1048	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=7	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1049	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1050	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=5	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1053	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=8	BM=4	BM_1=5	PUIS12M=2	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1054	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=12	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1055	SINIST=1	CUSAG=1	AGE=9	SEXE=1	CLANG=2	CPOST=11	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1056	SINIST=1	CUSAG=2	AGE=2	SEXE=1	CLANG=2	CPOST=6	BM=1	BM_1=1	PUIS12M=8	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1058	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=7	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1059	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=7	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1060	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=2	PRIM3M=2
1062	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=12	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1063	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=2	DPOLI2M=1	DCONS2M=1	PRIM3M=1
1064	SINIST=1	CUSAG=2	AGE=4	SEXE=2	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=1	DPOLI2M=1	DCONS2M=1	PRIM3M=1
1065	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=2	CPOST=1	BM=1	BM_1=1	PUIS12M=12	DPOLI2M=1	DCONS2M=1	PRIM3M=1
1066	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=2	CPOST=6	BM=1	BM_1=2	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1068	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=8	BM=3	BM_1=3	PUIS12M=11	DPOLI2M=1	DCONS2M=1	PRIM3M=3
1069	SINIST=2	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=8	BM=1	BM_1=1	PUIS12M=9	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1070	SINIST=1	CUSAG=2	AGE=3	SEXE=1	CLANG=1	CPOST=9	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=2	PRIM3M=2
1071	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=2	BM=5	BM_1=6	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=3
1072	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=1	BM=2	BM_1=3	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1073	SINIST=1	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1075	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=3	BM=1	BM_1=1	PUIS12M=1	DPOLI2M=1	DCONS2M=1	PRIM3M=1
1076	SINIST=2	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=5	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=2	PRIM3M=2
1077	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=1	BM=6	BM_1=6	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1078	SINIST=1	CUSAG=2	AGE=2	SEXE=1	CLANG=1	CPOST=10	BM=1	BM_1=1	PUIS12M=5	DPOLI2M=1	DCONS2M=1	PRIM3M=1
1079	SINIST=2	CUSAG=1	AGE=5	SEXE=1	CLANG=1	CPOST=1	BM=4	BM_1=5	PUIS12M=5	DPOLI2M=1	DCONS2M=1	PRIM3M=3
1080	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=3	BM=1	BM_1=1	PUIS12M=2	DPOLI2M=1	DCONS2M=1	PRIM3M=1
1081	SINIST=1	CUSAG=1	AGE=2	SEXE=1	CLANG=1	CPOST=2	BM=2	BM_1=3	PUIS12M=8	DPOLI2M=2	DCONS2M=1	PRIM3M=2
1082	SINIST=1	CUSAG=1	AGE=1	SEXE=1	CLANG=1	CPOST=2	BM=1	BM_1=1	PUIS12M=11	DPOLI2M=2	DCONS2M=2	PRIM3M=2
1083	SINIST=2	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=2	DPOLI2M=2	DCONS2M=2	PRIM3M=1
1084	SINIST=1	CUSAG=2	AGE=2	SEXE=1	CLANG=1	CPOST=8	BM=1	BM_1=1	PUIS12M=2	DPOLI2M=2	DCONS2M=1	PRIM3M=1
1085	SINIST=1	CUSAG=2	AGE=3	SEXE=1	CLANG=2	CPOST=6	BM=1	BM_1=1	PUIS12M=8	DPOLI2M=2	DCONS2M=1	PRIM3M=2
1086	SINIST=2	CUSAG=1	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=7	BM_1=2	PUIS12M=6	DPOLI2M=2	DCONS2M=2	PRIM3M=2
1087	SINIST=2	CUSAG=2	AGE=1	SEXE=2	CLANG=1	CPOST=1	BM=8	BM_1=9	PUIS12M=3	DPOLI2M=2	DCONS2M=1	PRIM3M=3
1088	SINIST=2	CUSAG=2	AGE=2	SEXE=2	CLANG=1	CPOST=4	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=2	DCONS2M=2	PRIM3M=3
1090	SINIST=2	CUSAG=2	AGE=1	SEXE=2	CLANG=1	CPOST=1	BM=6	BM_1=6	PUIS12M=1	DPOLI2M=2	DCONS2M=2	PRIM3M=1
1093	SINIST=1	CUSAG=2	AGE=1	SEXE=1	CLANG=1	CPOST=4	BM=1	BM_1=1	PUIS12M=8	DPOLI2M=2	DCONS2M=1	PRIM3M=2
1095	SINIST=1	CUSAG=2	AGE=2	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=5	DPOLI2M=2	DCONS2M=1	PRIM3M=2
1096	SINIST=2	CUSAG=2	AGE=2	SEXE=1	CLANG=1	CPOST=4	BM=11	BM_1=8	PUIS12M=7	DPOLI2M=2	DCONS2M=1	PRIM3M=3
1098	SINIST=2	CUSAG=2	AGE=2	SEXE=2	CLANG=1	CPOST=3	BM=7	BM_1=8	PUIS12M=7	DPOLI2M=2	DCONS2M=2	PRIM3M=3
1099	SINIST=2	CUSAG=2	AGE=3	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=2	DPOLI2M=2	DCONS2M=1	PRIM3M=2
1100	SINIST=2	CUSAG=1	AGE=2	SEXE=2	CLANG=1	CPOST=1	BM=2	BM_1=3	PUIS12M=8	DPOLI2M=2	DCONS2M=2	PRIM3M=3
1101	SINIST=2	CUSAG=2	AGE=2	SEXE=2	CLANG=1	CPOST=1	BM=2	BM_1=2	PUIS12M=3	DPOLI2M=2	DCONS2M=1	PRIM3M=2
1103	SINIST=1	CUSAG=2	AGE=2	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=2	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=2
1105	SINIST=2	CUSAG=2	AGE=3	SEXE=1	CLANG=1	CPOST=1	BM=2	BM_1=3	PUIS12M=7	DPOLI2M=2	DCONS2M=2	PRIM3M=2
1106	SINIST=2	CUSAG=1	AGE=9	SEXE=2	CLANG=1	CPOST=1	BM=4	BM_1=5	PUIS12M=8	DPOLI2M=2	DCONS2M=1	PRIM3M=3
1107	SINIST=2	CUSAG=2	AGE=3	SEXE=2	CLANG=1	CPOST=1	BM=1	BM_1=2	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=2
1108	SINIST=1	CUSAG=2	AGE=2	SEXE=1	CLANG=1	CPOST=4	BM=1	BM_1=1	PUIS12M=1	DPOLI2M=2	DCONS2M=1	PRIM3M=1
1109	SINIST=1	CUSAG=2	AGE=2	SEXE=1	CLANG=1	CPOST=10	BM=1	BM_1=1	PUIS12M=7	DPOLI2M=2	DCONS2M=1	PRIM3M=2
1110	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=11	BM=1	BM_1=1	PUIS12M=1	DPOLI2M=2	DCONS2M=1	PRIM3M=1
1111	SINIST=1	CUSAG=2	AGE=2	SEXE=1	CLANG=1	CPOST=5	BM=1	BM_1=4	PUIS12M=6	DPOLI2M=2	DCONS2M=1	PRIM3M=2
1113	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=2	PUIS12M=6	DPOLI2M=2	DCONS2M=1	PRIM3M=2
1115	SINIST=1	CUSAG=2	AGE=3	SEXE=2	CLANG=2	CPOST=6	BM=1	BM_1=1	PUIS12M=1	DPOLI2M=2	DCONS2M=1	PRIM3M=1
1116	SINIST=1	CUSAG=2	AGE=1	SEXE=1	CLANG=1	CPOST=3	BM=1	BM_1=1	PUIS12M=1	DPOLI2M=2	DCONS2M=1	PRIM3M=1
1117	SINIST=2	CUSAG=2	AGE=3	SEXE=1	CLANG=1	CPOST=10	BM=8	BM_1=9	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=3
1118	SINIST=1	CUSAG=2	AGE=3	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=8	DPOLI2M=2	DCONS2M=1	PRIM3M=2
1119	SINIST=2	CUSAG=2	AGE=4	SEXE=2	CLANG=1	CPOST=1	BM=3	BM_1=3	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=2
1120	SINIST=2	CUSAG=2	AGE=3	SEXE=1	CLANG=1	CPOST=1	BM=4	BM_1=2	PUIS12M=6	DPOLI2M=2	DCONS2M=1	PRIM3M=3
1121	SINIST=2	CUSAG=1	AGE=1	SEXE=1	CLANG=1	CPOST=3	BM=4	BM_1=5	PUIS12M=4	DPOLI2M=2	DCONS2M=2	PRIM3M=2
1122	SINIST=1	CUSAG=2	AGE=1	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=7	DPOLI2M=2	DCONS2M=1	PRIM3M=2
1123	SINIST=1	CUSAG=2	AGE=1	SEXE=1	CLANG=2	CPOST=6	BM=4	BM_1=2	PUIS12M=6	DPOLI2M=2	DCONS2M=1	PRIM3M=2
1124	SINIST=1	CUSAG=2	AGE=1	SEXE=1	CLANG=2	CPOST=6	BM=1	BM_1=1	PUIS12M=7	DPOLI2M=2	DCONS2M=1	PRIM3M=2
1126	SINIST=2	CUSAG=2	AGE=4	SEXE=2	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=5	DPOLI2M=2	DCONS2M=1	PRIM3M=2
1127	SINIST=1	CUSAG=2	AGE=3	SEXE=1	CLANG=2	CPOST=6	BM=1	BM_1=1	PUIS12M=3	DPOLI2M=2	DCONS2M=1	PRIM3M=2
1128	SINIST=1	CUSAG=2	AGE=4	SEXE=1	CLANG=2	CPOST=12	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=2	DCONS2M=1	PRIM3M=2
1131	SINIST=2	CUSAG=2	AGE=2	SEXE=2	CLANG=1	CPOST=1	BM=7	BM_1=7	PUIS12M=5	DPOLI2M=2	DCONS2M=1	PRIM3M=2
1133	SINIST=1	CUSAG=2	AGE=4	SEXE=1	CLANG=1	CPOST=8	BM=1	BM_1=1	PUIS12M=5	DPOLI2M=2	DCONS2M=1	PRIM3M=2
1134	SINIST=2	CUSAG=1	AGE=4	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=2	DCONS2M=2	PRIM3M=2
1135	SINIST=2	CUSAG=2	AGE=2	SEXE=1	CLANG=2	CPOST=1	BM=2	BM_1=3	PUIS12M=8	DPOLI2M=2	DCONS2M=2	PRIM3M=3
1136	SINIST=2	CUSAG=2	AGE=2	SEXE=1	CLANG=2	CPOST=12	BM=6	BM_1=7	PUIS12M=10	DPOLI2M=2	DCONS2M=2	PRIM3M=3
1137	SINIST=2	CUSAG=1	AGE=9	SEXE=3	CLANG=1	CPOST=3	BM=8	BM_1=9	PUIS12M=6	DPOLI2M=2	DCONS2M=1	PRIM3M=3
1138	SINIST=2	CUSAG=2	AGE=3	SEXE=1	CLANG=2	CPOST=6	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=2	DCONS2M=2	PRIM3M=2
1140	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=1	BM=3	BM_1=3	PUIS12M=11	DPOLI2M=2	DCONS2M=1	PRIM3M=3
1141	SINIST=1	CUSAG=2	AGE=3	SEXE=1	CLANG=2	CPOST=6	BM=1	BM_1=1	PUIS12M=2	DPOLI2M=2	DCONS2M=1	PRIM3M=1
1142	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=2	CPOST=6	BM=1	BM_1=2	PUIS12M=6	DPOLI2M=2	DCONS2M=1	PRIM3M=2
1143	SINIST=2	CUSAG=2	AGE=5	SEXE=2	CLANG=1	CPOST=1	BM=3	BM_1=4	PUIS12M=2	DPOLI2M=2	DCONS2M=1	PRIM3M=2
1144	SINIST=2	CUSAG=2	AGE=4	SEXE=2	CLANG=1	CPOST=1	BM=3	BM_1=1	PUIS12M=7	DPOLI2M=2	DCONS2M=1	PRIM3M=2
1145	SINIST=2	CUSAG=1	AGE=9	SEXE=3	CLANG=2	CPOST=11	BM=3	BM_1=4	PUIS12M=7	DPOLI2M=2	DCONS2M=1	PRIM3M=3
1147	SINIST=2	CUSAG=2	AGE=1	SEXE=2	CLANG=1	CPOST=3	BM=11	BM_1=11	PUIS12M=9	DPOLI2M=2	DCONS2M=2	PRIM3M=3
1150	SINIST=1	CUSAG=2	AGE=7	SEXE=1	CLANG=1	CPOST=8	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=2
1151	SINIST=1	CUSAG=2	AGE=4	SEXE=2	CLANG=2	CPOST=12	BM=1	BM_1=1	PUIS12M=3	DPOLI2M=2	DCONS2M=2	PRIM3M=1
1152	SINIST=1	CUSAG=2	AGE=5	SEXE=2	CLANG=2	CPOST=12	BM=1	BM_1=1	PUIS12M=8	DPOLI2M=2	DCONS2M=2	PRIM3M=3
1153	SINIST=2	CUSAG=1	AGE=4	SEXE=1	CLANG=2	CPOST=12	BM=4	BM_1=5	PUIS12M=6	DPOLI2M=2	DCONS2M=2	PRIM3M=3
